name,venues,deceased,photo_url,bio,bio_source,gap_fill_added
Felipe Esparza,the_stand,,,"Felipe Esparza is a stand-up comedian and actor. He won Last Comic Standing Season 7 and has two Netflix specials, They're Not Gonna Laugh at You and Bad Decisions. Known for his storytelling about gr",nycc,no
Francis Ellis,the_stand,,,Francis Ellis is a stand-up comedian and former Barstool Sports personality. He hosts the Out and About podcast with Giulio Gallarotti and performs at clubs across NYC.,nycc,no
Gabby Bryan,the_stand,,https://thestandnyc.com/images/comedians/_square/Gabby_Bryan_1.png,"Gabby Bryan is a New York-based stand-up comedian, actress, Emmy-award winning producer, and overall girlie girl. This winter, she brought her Fringe hit Billy and the Situation to Union Hall, garneri",stand,no
Gary Gulman,the_stand,,/photos/gary_gulman.jpg,"Gary Gulman is a stand-up comedian known for his thoughtful, meticulously crafted material. His HBO special The Great Depresh chronicled his battle with depression. He's appeared on multiple late nigh",nycc,no
Gastor Almonte,the_stand,,,"Gastor Almonte is a comedian and storyteller from Brooklyn, NY (East New York specifically.) He has twice appeared on Comedy Central’s This Is Not Happen, Comedy Central’s Featuring, Vice Live, and th",stand,no
Gavin Matts,the_stand,,,"Gavin Matts is a stand-up comedian from Canada based in New York City. He's appeared on Conan and at Just for Laughs. Known for his dry, deadpan comedy style.",nycc,no
Geoffrey Asmus,the_stand,,,"Geoffrey Asmus is a stand-up comedian. He's appeared on The Late Show and performs at clubs across the country. Known for his clever, well-crafted jokes.",nycc,no
Gina Brillon,the_stand,,/photos/gina_brillon.jpg,"Gina Brillon is a stand-up comedian, actress, and writer. She was a finalist on America's Got Talent and has two Amazon specials. She's the first Latina to get a one-hour special on Amazon. Known for ",nycc,no
Giulio Gallarotti,the_stand,,,Giulio Gallarotti is a stand-up comedian and podcaster based in New York City. He co-hosts the Out and About podcast with Francis Ellis.,nycc,no
Graham Kay,the_stand,,/photos/graham_kay.jpg,"An award-winning stand-up comedian, actor and TV writer, Graham Kay has been described as ""a definite act to follow, [who] has mastered the art of sarcasm"" by NOW Magazine. Graham won the coveted Just",stand,no
Hans Kim,the_stand,,,Hans Kim is a stand-up comedian who rose to fame through his appearances on Kill Tony. His deadpan delivery and crowd work have made him a viral sensation and he now headlines clubs and theaters.,nycc,no
Harland Williams,the_stand,,/photos/harland_williams.jpg,"Harland Williams is a stand-up comedian, actor, and author. He starred in Half Baked, Dumb and Dumber, and RocketMan. He continues to perform stand-up and hosts a podcast.",nycc,no
Harry Settel,the_stand,,/photos/harry_settel.jpg,,none,no
Ian Fidance,the_stand,,/photos/ian_fidance.jpg,"Ian Fidance is an offbeat yet upbeat New York City comic, actor, and writer, that Dave Attell has described as a “Power Act” and Ron Bennington has called “One of the most unique comics working today.",stand,no
Ian Lara,"the_stand,comedy_cellar",,https://thestandnyc.com/images/comedians/_square/ian-lara.jpg,Ian Lara is a stand-up comedian based in New York City. He's appeared on The Tonight Show and performs regularly at clubs across the city including the Comedy Cellar. Known for his sharp observations ,nycc,no
Ilana Glazer,the_stand,,/photos/ilana_glazer.jpg,"Ilana Glazer is a stand-up comedian, actress, and writer. She co-created and starred in the Comedy Central series Broad City with Abbi Jacobson. She's released a stand-up special on Amazon and continu",nycc,no
J.D. Witherspoon,the_stand,,,,none,no
JC Mendoza,the_stand,,,"JC Mendoza is an NYC based Standup Comedian. He has been featured on Will Ferrell’s “Funny Or Die” network and in the 2021 Red Clay Comedy Festival in Atlanta, GA. This Puerto Rican Prince of Comedy h",stand,no
Jackie Kashian,the_stand,,,Jackie Kashian is a stand-up comedian and podcaster. She hosts The Dork Forest podcast and has multiple comedy albums. She's been performing stand-up for over 25 years.,nycc,no
Jade Catta-Preta,the_stand,,,Jade Catta-Preta is a stand-up comedian and actress. She hosted E!'s The Soup reboot and has appeared on multiple TV shows. She performs at clubs across the country.,nycc,no
Jak Knight,the_stand,,,"Jak Knight was a stand-up comedian, actor, and writer. He was a writer and voice actor on Big Mouth and appeared on Bust Down on Peacock. He passed away in 2022.",nycc,no
Jamar Neighbors,the_stand,,/photos/jamar_neighbors.jpg,"Jamar Neighbors is a stand-up comedian. He's appeared on Comedy Central and The Tonight Show. Known for his high-energy, crowd-pleasing performances.",nycc,no
James Austin Johnson,the_stand,,/photos/james_austin_johnson.jpg,"James Austin Johnson is a stand-up comedian and actor. He's a cast member on Saturday Night Live, known for his viral impression of Donald Trump. He's one of the most talented impressionists in comedy",nycc,no
Jamie Wolf,"the_stand,comedy_cellar",,/photos/jamie_wolf.jpg,"""NETFLIXIA A JOKE FEST 2026"" TIMEOUT 2025 COMIC TO WATCH,  WINNER NY'S FUNNIEST 2024, AMAZON PRIME, SF SKETCHFEST 2023, NY COMEDY FESTIVAL COMICS TO WATCH, PHILLY'S PHUNNIEST 2019",cellar_tagline,no
Jared Waters,the_stand,,/photos/jared_waters.jpg,"Jared Waters is a comedian who hails from Brunssum, The Netherlands. He gained his stand up legs in Tampa, Florida. Currently, Jared resides in New York City . His hard work and consistency with the a",stand,no
Jason Ellis,the_stand,,,"Retired professional skateboarder from Australia, and retired professional MMA fighter, hosted The Jason Ellis Show on SiriusXM for 15 years. Now a Comedian and Podcaster of multiple podcasts includin",stand,no
Jay Pharoah,the_stand,,,"Jay Pharoah is a stand-up comedian, actor, and impressionist. He was a cast member on Saturday Night Live from 2010-2016, known for his impressions of Barack Obama and Jay-Z. He's appeared in multiple",nycc,no
Jeff Dye,the_stand,,https://thestandnyc.com/images/comedians/_square/Jeff_Dye.png,"I am a nationally touring comedian, actor and host. I have shot over 100 episodes of a new game show airing on Foxcalled “Who the Bleep is that?” and a newcomedy special, “The Last Cowboy in LA.” I st",stand,no
Jeff Leach,the_stand,,,Jeff Leach is a stand-up comedian and actor. He's appeared on multiple TV shows and performs at clubs across the country.,nycc,no
Jena Friedman,the_stand,,,"Jena Friedman is a stand-up comedian, writer, and filmmaker. She was a field producer on The Daily Show and created the Adult Swim series Soft Focus. Known for her dark, satirical comedy about politic",nycc,no
Jeremiah Watkins,the_stand,,,"Jeremiah Watkins is a stand-up comedian and actor. He's a frequent guest and co-host on Kill Tony and performs at comedy clubs across the country. Known for his high-energy, unpredictable comedy style",nycc,no
Jessica Michelle Singleton,the_stand,,,Jessica Michelle Singleton is a stand-up comedian and writer. She's appeared on Comedy Central and performs at clubs in NYC and LA.,nycc,no
Jessimae Peluso,the_stand,,,Jessimae Peluso is a stand-up comedian and TV personality. She appeared on MTV's Girl Code and performs at clubs and theaters across the country.,nycc,no
Jetski Johnson,the_stand,,,"Jessie Johnson is a music school drop-out and trumpet player turned standup comedian from Phoenix, now blossoming in Los Angeles. She is a ""Door Guy"" at the World Famous Comedy Store and is a former f",stand,no
Jiaoying Summers,the_stand,,,"Jiaoying Summers is the most courageously fresh voice in comedy. She embodies the Asian American perspective through her work with uncensored, unapologetic comedic stylings. Among her unique gifts are",stand,no
Jim Florentine,the_stand,,/photos/jim_florentine.jpg,"Jim Florentine is a stand-up comedian, actor, and podcast host. He's known for Crank Yankers and his podcast Comedy Metal Midgets. He's appeared on multiple late night shows and is a veteran of the NY",nycc,no
Jim Norton,the_stand,,/photos/jim_norton.jpg,"Jim Norton is a stand-up comedian, radio host, author, and actor. He co-hosts Jim Norton & Sam Roberts on SiriusXM. He's released numerous HBO and Netflix specials and is a Comedy Cellar regular known",nycc,no
Joe Bartnick,the_stand,,,"Joe Bartnick was born in Pittsburgh where he learned his love of eating, drinking and sports. He started doing stand up comedy in San Francisco in the late 90’s. Joe progressed from playing coffee sho",stand,no
Joe DeRosa,the_stand,,,"Writer, actor, and standup comedian Joe DeRosa has become a favorite on the comedy circuit. His brand of comedy mixing brutal honesty and frustration at the workings of the world has won over comedy f",stand,no
Joe Praino,the_stand,,,"Joe Praino is a comedian, actor and podcast host with his sights set on his own late-night talk show. He has two podcasts, Dirty Sports (with Andy Ruther), which showcases his immense depth of sports ",stand,no
Joey Dardano,the_stand,,/photos/joey_dardano.jpg,"Joey Dardano is a stand-up, actor, writer, singer, dancer and all around Hot Boi. He is Cuban, Italian and sorry about being so loud. You can see him in the Jonah Feingold rom-com '31 Candles' and as ",stand,no
Joey Gay,the_stand,,/photos/joey_gay.jpg,"Joseph Vincent ""Joey"" Victory Gay is an American actor and comedian who competed in Last Comic Standing 4. He has had numerous appearances in Law & Order, and appeared on Live at Gotham. Gay purchased",stand,no
John Kennedy,the_stand,,/photos/john_kennedy.jpg,,none,no
Johnny Mitchell,the_stand,,,"Johnny Mitchell is a stand-up comedian, writer, and podcaster from Portland, Oregon. He began doing stand-up comedy while serving time in the Oregon State Penitentiary for marijuana trafficking, and u",stand,no
Jordan Jensen,"the_stand,comedy_cellar",,/photos/jordan_jensen.jpg,"Jordan Jensen started comedy in upstate NY before moving to Nashville TN, where she spent a year working for clubs and taking her comedy on the road in her pickup truck. Jordan now co-hosts the podcas",stand,no
Josh Adam Meyers,the_stand,,https://thestandnyc.com/images/comedians/_square/Josh_Adam_Meyers.jpg,"Comedy Central, Comedy Central",stand,no
Josh Johnson,the_stand,,,Josh Johnson is a stand-up comedian and writer. He was a writer on The Daily Show and The Tonight Show. His YouTube special went viral with millions of views.,nycc,no
Josh Mandl,the_stand,,https://thestandnyc.com/images/comedians/_square/Josh_Mandl.jpg,"Josh Mandl is an young, fresh comedian making a name for himself in the Boston Comedy Scene. He was the winner of the Big Blue Ball Comedy and has appeared at Flappers Comedy Club.",stand,no
Josh Wesson,the_stand,,,"Josh Wesson, born in California and raised on Long Island, brings plenty of life experiences to the stage that will definitely make you laugh. He grew up in quite a few different environments, from ho",stand,no
Jourdain Fisher,the_stand,,https://thestandnyc.com/images/comedians/_square/37-og.jpg,"Now residing in New York, the North Carolina native, Jourdain Fisher is a comedian on the rise. With his fun material and open personality, audiences are drawn to his style and sense of humor. Jourdai",stand,no
Julio Diaz,the_stand,,,,none,no
Justin Martindale,"the_stand,comedy_cellar",,/photos/justin_martindale.jpg,Justin Martindale is a stand-up comedian and podcaster. He co-hosts the Just Sayin' podcast and performs at clubs across the country.,nycc,no
Justin Silver,the_stand,,,"Justin Silver is a rising star in the stand up comedy world. He can be seen regularly at the Comedy Cellar, Caroline’s on Broadway, and Stand Up NY on the Upper West Side of Manhattan. A Queens native",stand,no
Kareem Green,the_stand,,,"As a three-time champion at Showtime at the Apollo, Kareem Green is a multi-faceted entertainer and comedian whose talents include stand-up, improv, acting and writing. Kareems relatable comedic style",stand,no
Kate Quigley,the_stand,,,Kate Quigley is a stand-up comedian and actress based in Los Angeles. She's appeared on multiple TV shows and podcasts and performs at clubs across the country.,nycc,no
Katherine Blanford,the_stand,,,"Katherine Blanford has brought her human Golden Retriever presence across the country and internationally, sharing confessions of her southern family secrets and awkward adolescent years. The Kentucky",stand,no
Katie Hannigan,the_stand,,,"Katie Hannigan is a stand up comic, actor and writer. Her stand up has been featured on The Late Show with Stephen Colbert, Comedy Central, Just For Laughs New Faces, The Late Late Show with James Cor",stand,no
Kelsey Cook,the_stand,,,"Kelsey Cook is a stand-up comedian, podcaster, and author. She's appeared on The Tonight Show, Conan, and has a Comedy Central special. She tours nationally as a headliner.",nycc,no
Kevin Brennan,the_stand,,,"Known for his no holds barred style, Kevin Brennan is one of the top standup comedians in the country. Brennan started his comedy career in Chicago but soon relocated to New York City to pursue his dr",stand,no
Kim Congdon,the_stand,,https://thestandnyc.com/images/comedians/_square/Kim_Congdon.jpg,"Kim Congdon is a stand-up comedian and podcast host. She's appeared on Kill Tony, LOS, and multiple podcasts. She co-hosts the Broad Topix podcast and performs at clubs across the country.",nycc,no
Kitty Reynolds,the_stand,,https://thestandnyc.com/images/comedians/_square/kittyreynolds.jpg,"Kitty Reynolds is a New York City based Writer & Comedian who uses social media writing, comedy writing, TV writing, and stand-up to bring people laughter.",stand,no
Kristen Toomey,the_stand,,,"Kristen Toomey’s comedy career began in 2008. Since then she has performed in L.A., New York City and everywhere in between. Her commanding stage presence and energetic, expressive and truthful style ",stand,no
Kyle Dunnigan,the_stand,,https://thestandnyc.com/images/comedians/_square/dunnigankyle.jpg,"Kyle Dunnigan is a stand-up comedian, actor, and writer. He's known for his viral celebrity deepfake impressions on Instagram. He's written for Reno 911!, Inside Amy Schumer, and Comedy Central. His p",nycc,no
Kylie Vincent,the_stand,,,"KYLIE VINCENT IS A 22 YEAR OLD STAND-UP, ACTIVIST, AND THEATER ARTIST IN NEW YORK CITY, CURRENTLY TRAVELING WITH HER SOLO SHOW BIRD AND PERFORMING STAND-UP ACROSS THE UNITED STATES. NEW YORK AUDIENCES",stand,no
Lachlan Patterson,the_stand,,,Lachlan Patterson is a stand-up comedian. He was a finalist on Last Comic Standing Season 9 and has appeared on Conan. He performs at clubs across the country.,nycc,no
Laura Peek,the_stand,,,"Laura Peek is a comic from Nashville living in LA. Recently named of the 50 best undiscovered comics in the country by Thrillist, Laura has shared the stage with the likes of Marc Maron, Rhea Butcher,",stand,no
Leah Sampson,the_stand,,,"Lea’h Sampson is a charismatic stand up comedian, writer, actress, wig mom originally from Houston Tx. Creator and producer of Hear Me bitch podcast including being featured on The Roast Battle Podcas",stand,no
Leah Lamarr,the_stand,,/photos/leah_lamarr.jpg,"Leah Lamarr is a stand-up comedian, actress, social-audio influencer, writer and podcaster born and raised in NYC. Easily one of the fastest rising comedians working right now, Leah created Hot on the",stand,no
Lev Fer,the_stand,,/photos/lev_fer.jpg,"Lev Fer started his stand-up career at just 17 years old in Raleigh, North Carolina. The week that he turned 18, he left his high school early to move to New York City and dive head-first into the wor",stand,no
Lewis Black,the_stand,,/photos/lewis_black.jpg,"Lewis Black is a stand-up comedian, author, and actor known for his angry, high-energy rants. He's best known for his Back in Black segment on The Daily Show and has won Grammy Awards for his comedy a",nycc,no
Liz Miele,the_stand,,,Liz Miele is a stand-up comedian and writer. She's released multiple comedy specials and albums. She started comedy at age 16 and performs at clubs across NYC.,nycc,no
Lucas Zelnick,the_stand,,/photos/lucas_zelnick.jpg,"Lucas Zelnick is a stand-up comedian born, raised, and based in New York City, who challenges his cushy upbringing through punch-heavy material. Lucas has appeared in SF Sketchfest and the New York Co",stand,no
Luis J. Gomez,the_stand,,/photos/luis_j_gomez.jpg,"Luis J. Gomez is a stand-up comedian, podcaster, and comedy club owner. He co-hosts Legion of Skanks and owns Skankfest, one of the biggest indie comedy festivals. He co-owns the Gas Digital podcast n",nycc,no
Luis Lopez,the_stand,,,"Luis Lopez (that's me) is a stand up comedian in New York City. He's a regular at several clubs around the city including New York Comedy Club, Stand Up NY, and more. Luis was a 2022 Comic to Watch fo",stand,no
Lukas McCrary,the_stand,,,"Originally from East Tennessee, Lukas is an Austin, TX-based comedian. His stand-up was featured on Netflix's 20 Somethings, and he has performed at SXSW and Skankfest. On Instagram and TikTok, his co",stand,no
Lynne Koplitz,"the_stand,comedy_cellar",,/photos/lynne_koplitz.jpg,Lynne Koplitz is a stand-up comedian based in New York City. She has a Netflix special Hormonal Beast and has appeared on multiple late night shows. She's been a Comedy Cellar regular for years and is,nycc,no
Maddi Mays,the_stand,,,"Maddi Mays is Houston-raised, Los Angeles-based Artist, Costume Designer, Stylist & Illustrator, who approaches every project as a new world to dive into. Maddi has experience working in TV/Film, Thea",stand,no
Madison Sinclair,the_stand,,,"Stand up comedian, writer, and producer. She produced a series of live comedy shows called Last Call Comedy in Tallahassee, FL before moving to Los Angles to work on The Soup on E!. Her stand up has a",stand,no
Marcello Hernandez,the_stand,,,Marcello Hernandez is a stand-up comedian and cast member on Saturday Night Live. He's quickly become one of the most popular performers on the show with his energetic characters and sketches.,nycc,no
Maria DeCotis,the_stand,,/photos/maria_decotis.jpg,"Maria DeCotis is a NYC based comedian, actress, and writer from Fayetteville, Georgia where she famously Christmas caroled for Big Boi at age 12. She graduated with her BFA in Acting, Cum Laude from B",stand,no
Marie Faustin,"the_stand,comedy_cellar",,/photos/marie_faustin.jpg,"Marie Faustin is an NYC-based comedian and actress. She has appeared on Broad City, Comedy Central Stand-Up, MTV's Girl Code, VH1, The BET Awards, and TruTV. She co-hosted Viceland's nightly variety s",stand,no
Marito Lopez,the_stand,,https://thestandnyc.com/images/comedians/_square/marito.jpeg,"Marito Lopez is one of Canada’s top headliners. He is a Latinx comedian, originally from El Salvador, who has left his mark on every major city in the country. He is a regular at the Just For Laughs F",stand,no
Mark Gagnon,the_stand,,/photos/mark_gagnon.jpg,Mark Gagnon is an internationally touring comedian opening for Andrew Schulz’s “Infamous Tour”. He is the Co-Creator of the Netflix Series “Schulz Saves America” and a co-host on the “Flagrant 2” Podc,stand,no
Mark Viera,the_stand,,,"Born and raised in The Bronx, New York, Mark Viera became fascinated with comedy very early on. While Mark’s mom spent countless hours as a social worker to provide for her family, Mark and his older ",stand,no
Mary Beth Barone,the_stand,,,Mary Beth Barone is a stand-up comedian and actress based in New York City. She has appeared on Comedy Central and performs at clubs across the city. Known for her sharp comedy about dating and relati,nycc,no
Mary Santora,the_stand,,/photos/mary_santora.jpg,"The slightly dark, incredibly quick, observational style of Mary Santora's comedy is one that is uniquely her own. Drawing from real life experiences, Mary takes the audience on a storytelling driven ",stand,no
Mat Edgar,the_stand,,,Mat Edgar is an American comedian from Long Beach California. In 2007 Mat began his path into stand up comedy at The World Famous Comedy Store in Hollywood as a door guy. In just four years he rose to,stand,no
Matt Braunger,the_stand,,,"Matt Braunger is a stand-up comedian and actor. He was a cast member on MADtv and has multiple Comedy Central specials. He's appeared on Conan, The Tonight Show, and performs at clubs across the count",nycc,no
Matt Friend,the_stand,,,"Matt Friend is a stand-up comedian and impressionist known for his viral celebrity impressions on social media. He's amassed millions of followers with his spot-on impressions of Joe Biden, Matthew Mc",nycc,no
Matt Iseman,the_stand,,,Matt Iseman is a stand-up comedian and TV host. He's the host of American Ninja Warrior and won Celebrity Apprentice. A former doctor who left medicine for comedy.,nycc,no
Matt Rife,the_stand,,,Matt Rife is a stand-up comedian and actor who went viral on TikTok and became one of the biggest names in comedy. His Netflix special Natural Selection broke viewership records. He's the youngest com,nycc,no
Matteo Lane,the_stand,,,"Matteo Lane is a stand-up comedian, opera singer, and artist. He's performed on The Late Show, Conan, and Comedy Central. His Netflix special and podcast are popular. Known for his high-energy perform",nycc,no
Matthew Broussard,"the_stand,comedy_cellar",,https://thestandnyc.com/images/comedians/_square/matthew-broussard.jpg,"Born in New Jersey, raised in Atlanta, and, in 2012, winner of Houston's Funniest Person, Matthew Broussard is not exactly sure where he's from. Matthew earned a degree in Applied Mathematics and a jo",stand,no
Max Manticof,the_stand,,,"Max Manticof is a Latino and Jewish standup comedian, writer, and actor born and raised in Queens, NY. He has been seen on Amazon Prime’s “Basement Yard” with host Joe Santagato, as well as “Lyft Comi",stand,no
Maz Jobrani,the_stand,,,Maz Jobrani is a stand-up comedian and actor. He was a founding member of the Axis of Evil Comedy Tour and has appeared in multiple films and TV shows. His Netflix special Immigrant is popular and he',nycc,no
Megan Gailey,the_stand,,,"Megan Gailey is a stand-up comedian and writer. She's written for multiple TV shows and appeared on The Tonight Show and Conan. Her comedy focuses on dating, travel, and millennial life.",nycc,no
Melissa Villasenor,the_stand,,/photos/melissa_villasenor.jpg,"Melissa Villasenor is a stand-up comedian, actress, and impressionist. She was a cast member on SNL from 2016-2022, the first Latina cast member. She was a finalist on America's Got Talent and is know",nycc,no
Mic Nguyen,the_stand,,,"Mic Nguyen (@nicepantsdude) is a writer and comedian who has written for such illustrious websites as NBC News, Racked, and his mom’s 60th birthday e-vite. When he’s not tweeting you can find him doin",stand,no
Michael Blaustein,the_stand,,,Michael Blaustein is a stand-up comedian and social media personality based in New York City. Known for his 'That Guy' man-on-the-street videos.,nycc,no
Michelle Wolf,the_stand,,,Michelle Wolf is a stand-up comedian and TV host. She hosted the White House Correspondents' Dinner in 2018 and had her own Netflix series The Break with Michelle Wolf. Her HBO special Nice Lady and N,nycc,no
Mike Falzone,the_stand,,https://thestandnyc.com/images/comedians/_square/Mike_Falzone.jpg,"Mike Falzone is a stand-up comedian, YouTuber, and musician. He performs at clubs across the country.",nycc,no
Mike Figs,the_stand,,https://thestandnyc.com/images/comedians/_square/figs_sq_2024.jpeg,"Mike Figs is a dynamic stand-up comedian from The Bronx, New York, known for his sharp wit and infectious energy. His bold, unfiltered style and knack for crowd work have made him a standout at top co",stand,no
Mike Lawrence,the_stand,,,"Mike Lawrence is a stand-up comedian and writer. He's appeared on @midnight, The Meltdown, and has a Comedy Central special. Known for his nerd-culture comedy.",nycc,no
Mike Recine,the_stand,,https://thestandnyc.com/images/comedians/_square/Mike_Recine.jpg,"Comedy Central, HBO, Conan",stand,no
Molly Kearney,the_stand,,/photos/molly_kearney.jpg,"Molly Kearney is a stand-up comedian and actor. They were a cast member on Saturday Night Live during the 2022-2023 season, the first nonbinary cast member in the show's history. They perform stand-up",nycc,no
Monroe Martin,the_stand,,https://thestandnyc.com/images/comedians/_square/Monroe_Martin.jpg,"Monroe Martin is a stand-up comedian based in New York City. He's appeared on The Late Show and Comedy Central. A regular on the NYC circuit, he's known for his smart, relatable comedy.",nycc,no
Morgan Murphy,the_stand,,,"Morgan Murphy is a stand-up comedian and writer. She's written for Jimmy Kimmel Live!, 2 Broke Girls, and Late Show with David Letterman. She has a Comedy Central special.",nycc,no
Moses Storm,the_stand,,,"Moses Storm is a stand-up comedian, actor, and writer. He starred in Calls on Apple TV+ and his HBO special Trash White was critically acclaimed. Known for his comedy about growing up homeless.",nycc,no
Nacya Marreiro,the_stand,,,"Meet Nacya Marreiro: a multi-talented comedian, actress, and writer currently making waves in the entertainment industry. Born and raised in the South of Portugal, Nacya first discovered her love for ",stand,no
Naomi Karavani,the_stand,,https://thestandnyc.com/images/comedians/_square/naomi.png,Redacted Tonight,stand,no
Natalie Cuomo,the_stand,,https://thestandnyc.com/images/comedians/_square/natalieucomo2023.jpeg,"Born and raised in Queens, NY, Natalie Cuomo has quickly risen within the ranks of standup comedy in New York City. Her debut album Shut Up You Loved It released by The Stand Comedy Club Records debut",stand,no
Nate Bargatze,the_stand,,,"Nate Bargatze is one of the biggest comedians in America, known for his clean, observational style. His Netflix specials The Greatest Average American and Hello World were massive hits. He hosted SNL ",nycc,no
Neal Brennan,"the_stand,comedy_cellar",,/photos/neal_brennan.jpg,"Neal Brennan is a stand-up comedian, writer, and director. He co-created Chappelle's Show with Dave Chappelle and has written for multiple TV shows. His Netflix specials Blocks and Neal Brennan: Crazy",nycc,no
Neel Nanda,the_stand,,,"Starting comedy in Atlanta, GA and now based in Los Angeles, Neel Nanda has performed all over the country with some of comedies’ biggest acts. Neel has most recently performed stand up on ABC's JIMMY",stand,no
Nick Mullen,the_stand,,,Nick Mullen is a stand-up comedian and podcaster. He co-hosts The Adam Friedland Show (formerly Cum Town). He performs at clubs across the country.,nycc,no
Nick Viagas,the_stand,,,Nick Viagas is a New York based comedian. He can regularly be seen at The Stand or his monthly show Struggle Bus with Ivy Wolk. In 2024 he was named a finalist of the New York’s Funniest competition a,stand,no
Nicole Aimee Schreiber,the_stand,,,Comedian with lady parts. Currently on Oxygen's Funny Girls.,stand,no
Nikki Glaser,the_stand,,/photos/nikki_glaser.png,"Nikki Glaser is a stand-up comedian, podcast host, and TV personality. She hosted the Golden Globes in 2025 and is known for her Netflix special Someday You'll Die. She's appeared on multiple Comedy C",nycc,no
Nina Daniels,the_stand,,,"Nina Daniels is an LA based stand-up comedian, actor and content creator originally from Long Island, NY. Nina’s youtube video My Man Is a Jewmaican was featured on the front pages of both Funny or Di",stand,no
Noah Gardenswartz,the_stand,,,Noah Gardenswartz is a stand-up comedian and writer. He was a writer on The Marvelous Mrs. Maisel and has appeared on Conan and The Late Show. He has a Netflix special and performs at clubs across the,nycc,no
Noel Miller,the_stand,,,"Noel Miller is a stand-up comedian, YouTuber, and rapper. He co-hosted the That's Cringe series and the TMG podcast with Cody Ko. He's transitioned from YouTube to touring stand-up and performing at c",nycc,no
Onika McLean,the_stand,,https://thestandnyc.com/images/comedians/_square/IMG_20250820_232214~2.jpg,"Born in North Carolina, and raised in East New York Brooklyn, Onika McLean single mother of two, legal professional, her no nonsense perspective on life, love, single motherhood and her mid life crisi",stand,no
Ophira Eisenberg,"the_stand,comedy_cellar",,/photos/ophira_eisenberg.jpeg,"Ophira Eisenberg is a stand-up comedian, author, and host. She hosted NPR's Ask Me Another for years. She performs at clubs across NYC and has appeared on multiple late night shows.",nycc,no
Orion Levine,"the_stand,comedy_cellar",,/photos/orion_levine.jpg,"Orion Levine is a NYC based comedian from Berkeley, California. He was recently named one of Deadline’s “Comics to Watch in 2026”, has appeared on The Late Late Show with James Corden, Comedy Central,",stand,no
Oscar Aydin,the_stand,,https://thestandnyc.com/images/comedians/_square/Oscar_Aydin_SQ.JPG,"Oscar Aydin is a New York City based comedian and host known for his unfiltered ""rainbow pushing"" style. He’s been featured on BBC, Daily Mail, Queerty LOL and as guest commentator on Amazon. He is a ",stand,no
Paris Sashay,the_stand,,,"Paris Sashay is comedienne, actor, and producer from Washington, DC. Her command as a seasoned storyteller makes even the mundane experience feel like an adventure. Audiences across the country fall i",stand,no
Pat McGann,the_stand,,,"Pat McGann is a stand-up comedian from Chicago. He's appeared on The Tonight Show and performs at clubs and theaters across the country. Known for his clean, family-friendly comedy.",nycc,no
Pauly Shore,the_stand,,,"Pauly Shore is a stand-up comedian and actor. He starred in 90s comedy films like Encino Man, Bio-Dome, and Son in Law. He hosts a podcast and continues to perform stand-up. His mother Mitzi Shore fou",nycc,no
Peter James Fowler,the_stand,,/photos/peter_james_fowler.jpg,,none,no
Petey DeAbreu,"the_stand,comedy_cellar",,/photos/petey_deabreu.jpg,"Born and raised in the Bronx, Petey DeAbreu brings something fresh to the world of comedy that has not been seen since the golden age of New York city entertainment. Bringing down the house wherever h",stand,no
Preacher Lawson,the_stand,,,Preacher Lawson is a stand-up comedian. He was a finalist on America's Got Talent Season 12 and AGT: The Champions. He's appeared on The Tonight Show and has a BET+ special.,nycc,no
Punkie Johnson,the_stand,,,Punkie Johnson is a stand-up comedian and actress. She was a cast member on Saturday Night Live from 2020-2024. She's performed on Conan and at major comedy festivals. Based in New York City.,nycc,no
Rachel Feinstein,the_stand,,/photos/rachel_feinstein.jpg,"Rachel Feinstein is a stand-up comedian and actress. She's appeared on Inside Amy Schumer, Last Comic Standing, and has performed multiple times on late night shows. She's a regular at the Comedy Cell",nycc,no
Ramy Youssef,the_stand,,/photos/ramy_youssef.png,"Ramy Youssef is a stand-up comedian, actor, and writer. He created and stars in the Hulu series Ramy, which won him a Golden Globe. His HBO special More Feelings was critically acclaimed. Known for hi",nycc,no
Randall Otis,the_stand,,,"Randall Otis is a writer, comedian and actor based in Manhattan, hailing from Florida. He currently works as a writer at The Daily Show with Trevor Noah. He has performed around the country, including",stand,no
Rayna Greenberg,the_stand,,/photos/rayna_greenberg.jpg,Girls Gotta Eat Podcast,stand,no
Remy Kassimir,the_stand,,,Remy Kassimir is a New York City native stand up comedian and actor. She hosts the popular podcast “How Cum” on iTunes and is a regular guest on Sirius XM’s Insight Channel. She has been seen on The M,stand,no
Richie Redding,the_stand,,/photos/richie_redding.jpg,Richie Redding is one of the funniest guys that you’ve probably never heard of. As a graduate of the University of Pennsylvania it was unlikely that his comedy career start off in urban rooms and burl,stand,no
Rita Brent,the_stand,,,Rita Brent is a stand-up comedian and impressionist from Mississippi. She's appeared on AGT and performs at clubs across the country.,nycc,no
Robert Kelly,"the_stand,comedy_cellar",,/photos/robert_kelly.jpg,"Robert Kelly is a stand-up comedian, actor, and podcaster. He hosts the You Know What Dude podcast and the Robert Kelly's Ykwd podcast. He's appeared in Trainwreck, Benders, and multiple comedy specia",nycc,no
